Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,Geolocation,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2017,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.5,10.5,,,9.9,11.1,2828,2546790,Overall,Overall,,,DISEST,STATTYPE,,81,Q6COG,AGEADJPREV,CAT1,BO1,,
2017,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,71.1,71.1,,,68.1,73.8,1041,75655,Overall,Overall,,,DISEST,STATTYPE,,66,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2017,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5.9,5.9,,,5.1,6.9,401,94761,Overall,Overall,,,DISEST,STATTYPE,"(34.52088095200048, -106.24058098499967)",35,Q6VIS,AGEADJPREV,CAT1,BO1,,
2017,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.5,6.5,,,5.7,7.4,687,71491,Overall,Overall,,,DISEST,STATTYPE,"(45.254228894000505, -68.98503133599962)",23,Q6IND,AGEADJPREV,CAT1,BO1,,
2017,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,8.1,8.1,,,6.9,9.6,350,61549,Overall,Overall,,,DISEST,STATTYPE,"(39.008830667000495, -75.57774116799965)",10,Q6IND,AGEADJPREV,CAT1,BO1,,
2017,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.7,6.7,,,5.9,7.7,421,581453,Overall,Overall,,,DISEST,STATTYPE,"(35.466220975000454, -79.15925046299964)",37,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2017,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.5,10.5,,,9.3,11.8,572,49319,Overall,Overall,,,DISEST,STATTYPE,"(43.62538123900049, -72.51764079099962)",50,Q6COG,AGEADJPREV,CAT1,BO1,,
2017,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.2,3.2,,,3.0,3.5,826,71888,Overall,Overall,,,DISEST,STATTYPE,"(38.34774030000045, -98.20078122699965)",20,Q6SEL,AGEADJPREV,CAT1,BO1,,
2017,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,77.6,77.6,,,77.0,78.2,31015,6609201,Overall,Overall,,,DISEST,STATTYPE,,87,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2017,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.0,3.0,,,2.5,3.4,286,122503,Overall,Overall,,,DISEST,STATTYPE,"(38.843840757000464, -106.13361092099967)",08,Q6VIS,AGEADJPREV,CAT1,BO1,,
2017,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,23.0,23.0,,,21.9,24.2,1985,574506,Overall,Overall,,,DISEST,STATTYPE,"(42.46940091300047, -93.81649055599968)",19,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2017,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,6.1,6.1,,,5.4,7.0,420,96981,Overall,Overall,,,DISEST,STATTYPE,"(38.66551020200046, -80.71264013499967)",54,Q6SEL,AGEADJPREV,CAT1,BO1,,
2017,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,26.5,26.5,,,25.0,28.2,1969,232239,Overall,Overall,,,DISEST,STATTYPE,"(47.06652897200047, -109.42442064499971)",30,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2017,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.4,4.4,,,3.9,5.0,487,355397,Overall,Overall,,,DISEST,STATTYPE,"(44.6613195430005, -84.71439026999968)",26,Q6VIS,AGEADJPREV,CAT1,BO1,,
2017,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,6.1,6.1,,,5.4,6.9,481,240119,Overall,Overall,,,DISEST,STATTYPE,"(32.84057112200048, -86.63186076199969)",01,Q6SEL,AGEADJPREV,CAT1,BO1,,
2017,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.0,7.0,,,6.8,7.1,33949,17733128,Overall,Overall,,,DISEST,STATTYPE,,59,Q6IND,AGEADJPREV,CAT1,BO1,,
2017,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,6.6,6.6,,,5.8,7.5,501,256011,Overall,Overall,,,DISEST,STATTYPE,"(32.84057112200048, -86.63186076199969)",01,Q6VIS,AGEADJPREV,CAT1,BO1,,
2017,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,9.6,9.6,,,8.8,10.4,1059,1412095,Overall,Overall,,,DISEST,STATTYPE,"(42.82700103200045, -75.54397042699964)",36,Q6COG,AGEADJPREV,CAT1,BO1,,
2017,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5.9,5.9,,,4.8,7.2,252,44559,Overall,Overall,,,DISEST,STATTYPE,"(39.008830667000495, -75.57774116799965)",10,Q6VIS,AGEADJPREV,CAT1,BO1,,
2017,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,14.6,14.6,,,13.2,16.1,803,121092,Overall,Overall,,,DISEST,STATTYPE,"(39.008830667000495, -75.57774116799965)",10,Q6MOB,AGEADJPREV,CAT1,BO1,,
2017,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,78.1,78.1,,,76.6,79.5,4021,7326138,Overall,Overall,,,DISEST,STATTYPE,"(40.48501028300046, -88.99771017799969)",17,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2017,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,15.7,15.7,,,14.4,17.1,998,576054,Overall,Overall,,,DISEST,STATTYPE,"(32.84057112200048, -86.63186076199969)",01,Q6COG,AGEADJPREV,CAT1,BO1,,
2017,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,12.9,12.9,,,12.4,13.4,8365,1488898,Overall,Overall,,,DISEST,STATTYPE,,86,Q6MOB,AGEADJPREV,CAT1,BO1,,
2017,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.9,7.9,,,7.1,8.9,769,381667,Overall,Overall,,,DISEST,STATTYPE,"(38.635790776000476, -92.56630005299968)",29,Q6IND,AGEADJPREV,CAT1,BO1,,
2017,WY,Wyoming,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.0,3.0,,,2.5,3.7,169,14002,Overall,Overall,,,DISEST,STATTYPE,"(43.23554134300048, -108.10983035299967)",56,Q6SEL,AGEADJPREV,CAT1,BO1,,
2017,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,15.6,15.6,,,14.2,17.1,660,528083,Overall,Overall,,,DISEST,STATTYPE,"(31.31266064400046, -92.44568007099969)",22,Q6COG,AGEADJPREV,CAT1,BO1,,
2017,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,76.4,76.4,,,75.5,77.3,26011,27976865,Overall,Overall,,,DISEST,STATTYPE,,88,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2017,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.2,3.2,,,2.7,3.8,270,81885,Overall,Overall,,,DISEST,STATTYPE,"(42.46940091300047, -93.81649055599968)",19,Q6SEL,AGEADJPREV,CAT1,BO1,,
2017,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,21.0,21.0,,,19.9,22.0,2041,846509,Overall,Overall,,,DISEST,STATTYPE,"(38.843840757000464, -106.13361092099967)",08,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2017,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5.0,5.0,,,4.3,5.8,464,243332,Overall,Overall,,,DISEST,STATTYPE,"(38.635790776000476, -92.56630005299968)",29,Q6VIS,AGEADJPREV,CAT1,BO1,,
2017,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,12.1,12.1,,,11.1,13.3,642,63129,Overall,Overall,,,DISEST,STATTYPE,"(38.89037138500049, -77.03196112699965)",11,Q6MOB,AGEADJPREV,CAT1,BO1,,
2017,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,11.1,11.1,,,9.9,12.6,576,247373,Overall,Overall,,,DISEST,STATTYPE,"(32.745510099000455, -89.53803082499968)",28,Q6IND,AGEADJPREV,CAT1,BO1,,
2017,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.3,5.3,,,4.5,6.1,351,30200,Overall,Overall,,,DISEST,STATTYPE,"(47.47531977900047, -100.11842104899966)",38,Q6IND,AGEADJPREV,CAT1,BO1,,
2017,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,14.7,14.7,,,13.8,15.5,7595,4632222,Overall,Overall,,,DISEST,STATTYPE,,85,Q6MOB,AGEADJPREV,CAT1,BO1,,
2017,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,38.1,38.1,,,36.3,39.9,1968,1123929,Overall,Overall,,,DISEST,STATTYPE,,72,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2017,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.5,3.5,,,2.5,4.9,54,3412,Overall,Overall,,,DISEST,STATTYPE,,66,Q6SEL,AGEADJPREV,CAT1,BO1,,
2017,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.2,5.2,,,4.8,5.7,979,280762,Overall,Overall,,,DISEST,STATTYPE,"(39.766910452000445, -86.14996019399968)",18,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2017,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,23.6,23.6,,,22.4,24.8,2646,1569585,Overall,Overall,,,DISEST,STATTYPE,"(37.54268067400045, -78.45789046299967)",51,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2017,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,77.1,77.1,,,75.4,78.7,4878,3981362,Overall,Overall,,,DISEST,STATTYPE,"(42.27687047000046, -72.08269067499964)",25,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2017,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,12.8,12.8,,,11.7,14.1,704,406249,Overall,Overall,,,DISEST,STATTYPE,,72,Q6IND,AGEADJPREV,CAT1,BO1,,
2017,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.4,6.4,,,5.6,7.3,376,628124,Overall,Overall,,,DISEST,STATTYPE,"(40.48501028300046, -88.99771017799969)",17,Q6IND,AGEADJPREV,CAT1,BO1,,
2017,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,77.3,77.3,,,75.7,78.9,4142,3285576,Overall,Overall,,,DISEST,STATTYPE,"(44.39319117400049, -89.81637074199966)",55,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2017,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.0,12.0,,,11.2,12.8,1378,581432,Overall,Overall,,,DISEST,STATTYPE,"(39.766910452000445, -86.14996019399968)",18,Q6COG,AGEADJPREV,CAT1,BO1,,
2017,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,19.8,19.8,,,18.0,21.8,1439,477462,Overall,Overall,,,DISEST,STATTYPE,"(34.74865012400045, -92.27449074299966)",05,Q6MOB,AGEADJPREV,CAT1,BO1,,
2017,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.5,6.5,,,6.2,6.8,6669,3669356,Overall,Overall,,,DISEST,STATTYPE,,83,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2017,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,4.9,4.9,,,4.3,5.7,415,46253,Overall,Overall,,,DISEST,STATTYPE,"(41.70828019300046, -71.52247031399963)",44,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2017,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.0,10.0,,,8.7,11.6,504,97171,Overall,Overall,,,DISEST,STATTYPE,"(43.65595011300047, -71.50036091999965)",33,Q6COG,AGEADJPREV,CAT1,BO1,,
2017,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,11.8,11.8,,,10.7,13.0,545,365197,Overall,Overall,,,DISEST,STATTYPE,"(44.56744942400047, -120.15503132599969)",41,Q6COG,AGEADJPREV,CAT1,BO1,,
2017,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.3,10.3,,,9.6,11.0,3504,3805957,Overall,Overall,,,DISEST,STATTYPE,,88,Q6COG,AGEADJPREV,CAT1,BO1,,
2017,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,25.5,25.5,,,24.5,26.5,4060,1299671,Overall,Overall,,,DISEST,STATTYPE,"(39.766910452000445, -86.14996019399968)",18,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2017,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,24.6,24.6,,,23.3,26.1,3404,1748777,Overall,Overall,,,DISEST,STATTYPE,"(40.13057004800049, -74.27369128799967)",34,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2017,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,11.1,11.1,,,9.9,12.4,909,110950,Overall,Overall,,,DISEST,STATTYPE,"(45.254228894000505, -68.98503133599962)",23,Q6COG,AGEADJPREV,CAT1,BO1,,
2017,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.7,3.7,,,3.4,4.1,1022,409146,Overall,Overall,,,DISEST,STATTYPE,,89,Q6VIS,AGEADJPREV,CAT1,BO1,,
2017,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.9,2.9,,,2.3,3.8,271,20172,Overall,Overall,,,DISEST,STATTYPE,"(44.353130053000484, -100.3735306369997)",46,Q6SEL,AGEADJPREV,CAT1,BO1,,
2017,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,6.1,6.1,,,5.3,7.0,361,139125,Overall,Overall,,,DISEST,STATTYPE,"(32.745510099000455, -89.53803082499968)",28,Q6SEL,AGEADJPREV,CAT1,BO1,,
2017,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.7,2.7,,,2.3,3.2,204,36391,Overall,Overall,,,DISEST,STATTYPE,"(43.682630005000476, -114.3637300419997)",16,Q6SEL,AGEADJPREV,CAT1,BO1,,
2017,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.0,4.0,,,3.5,4.6,436,269949,Overall,Overall,,,DISEST,STATTYPE,"(37.54268067400045, -78.45789046299967)",51,Q6VIS,AGEADJPREV,CAT1,BO1,,
2017,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,15.2,15.2,,,13.9,16.5,900,436722,Overall,Overall,,,DISEST,STATTYPE,"(35.47203135600046, -97.52107021399968)",40,Q6COG,AGEADJPREV,CAT1,BO1,,
2017,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7.2,7.2,,,6.1,8.4,381,59381,Overall,Overall,,,DISEST,STATTYPE,"(39.008830667000495, -75.57774116799965)",10,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2017,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,25.9,25.9,,,25.2,26.7,14680,2852063,Overall,Overall,,,DISEST,STATTYPE,,86,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2017,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.1,10.1,,,9.2,11.1,833,2879585,Overall,Overall,,,DISEST,STATTYPE,"(37.63864012300047, -120.99999953799971)",06,Q6COG,AGEADJPREV,CAT1,BO1,,
2017,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,18.0,18.0,,,16.9,19.2,1583,559930,Overall,Overall,,,DISEST,STATTYPE,"(35.47203135600046, -97.52107021399968)",40,Q6MOB,AGEADJPREV,CAT1,BO1,,
2017,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.9,7.9,,,7.5,8.2,6936,4109159,Overall,Overall,,,DISEST,STATTYPE,,83,Q6IND,AGEADJPREV,CAT1,BO1,,
2017,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.3,10.3,,,9.8,10.9,6300,1344091,Overall,Overall,,,DISEST,STATTYPE,,80,Q6MOB,AGEADJPREV,CAT1,BO1,,
2017,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.7,3.7,,,3.4,4.0,2046,416026,Overall,Overall,,,DISEST,STATTYPE,,86,Q6SEL,AGEADJPREV,CAT1,BO1,,
2017,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,20.2,20.2,,,19.0,21.5,1779,231270,Overall,Overall,,,DISEST,STATTYPE,"(21.304850435000446, -157.85774940299973)",15,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2017,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.0,6.0,,,5.1,7.1,375,29949,Overall,Overall,,,DISEST,STATTYPE,"(43.62538123900049, -72.51764079099962)",50,Q6IND,AGEADJPREV,CAT1,BO1,,
2017,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.7,10.7,,,10.0,11.6,1118,3289467,Overall,Overall,,,DISEST,STATTYPE,"(37.63864012300047, -120.99999953799971)",06,Q6MOB,AGEADJPREV,CAT1,BO1,,
2017,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,13.6,13.6,,,12.6,14.8,1199,228342,Overall,Overall,,,DISEST,STATTYPE,"(34.52088095200048, -106.24058098499967)",35,Q6MOB,AGEADJPREV,CAT1,BO1,,
2017,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,7.8,7.8,,,6.1,10.0,107,7595,Overall,Overall,,,DISEST,STATTYPE,,66,Q6VIS,AGEADJPREV,CAT1,BO1,,
2017,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,71.2,71.2,,,70.5,71.8,42970,34035809,Overall,Overall,,,DISEST,STATTYPE,,83,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2017,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,2.7,2.7,,,2.4,3.2,250,70474,Overall,Overall,,,DISEST,STATTYPE,"(42.46940091300047, -93.81649055599968)",19,Q6VIS,AGEADJPREV,CAT1,BO1,,
2017,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5.5,5.5,,,5.1,5.8,4772,2905699,Overall,Overall,,,DISEST,STATTYPE,,83,Q6VIS,AGEADJPREV,CAT1,BO1,,
2017,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.8,6.8,,,6.1,7.7,890,482751,Overall,Overall,,,DISEST,STATTYPE,"(40.13057004800049, -74.27369128799967)",34,Q6IND,AGEADJPREV,CAT1,BO1,,
2017,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,24.0,24.0,,,23.3,24.7,6949,2595056,Overall,Overall,,,DISEST,STATTYPE,,89,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2018,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.0,10.0,,,8.7,11.4,401,422669,Overall,Overall,,,DISEST,STATTYPE,"(44.39319117400049, -89.81637074199966)",55,Q6COG,AGEADJPREV,CAT1,BO1,,
2018,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,9.3,9.3,,,8.1,10.6,411,52358,Overall,Overall,,,DISEST,STATTYPE,"(47.47531977900047, -100.11842104899966)",38,Q6COG,AGEADJPREV,CAT1,BO1,,
2018,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,6.1,6.1,,,5.3,7.0,442,144308,Overall,Overall,,,DISEST,STATTYPE,"(32.745510099000455, -89.53803082499968)",28,Q6SEL,AGEADJPREV,CAT1,BO1,,
2018,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.0,2.0,,,1.5,2.7,214,14369,Overall,Overall,,,DISEST,STATTYPE,"(44.353130053000484, -100.3735306369997)",46,Q6SEL,AGEADJPREV,CAT1,BO1,,
2018,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.2,5.2,,,4.6,6.0,393,602186,Overall,Overall,,,DISEST,STATTYPE,"(40.79373015200048, -77.86070029399963)",42,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2018,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,6.2,6.2,,,5.5,7.0,2300,1974439,Overall,Overall,,,DISEST,STATTYPE,,85,Q6VIS,AGEADJPREV,CAT1,BO1,,
2018,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.1,3.1,,,2.7,3.7,376,212925,Overall,Overall,,,DISEST,STATTYPE,"(37.54268067400045, -78.45789046299967)",51,Q6SEL,AGEADJPREV,CAT1,BO1,,
2018,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,27.1,27.1,,,25.6,28.7,2064,446002,Overall,Overall,,,DISEST,STATTYPE,"(34.52088095200048, -106.24058098499967)",35,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2018,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.0,7.0,,,6.3,7.8,637,356275,Overall,Overall,,,DISEST,STATTYPE,"(39.766910452000445, -86.14996019399968)",18,Q6IND,AGEADJPREV,CAT1,BO1,,
2018,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,9.6,9.6,,,8.3,11.1,359,52100,Overall,Overall,,,DISEST,STATTYPE,"(64.84507995700051, -147.72205903599973)",02,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2018,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.9,5.9,,,5.4,6.4,926,139236,Overall,Overall,,,DISEST,STATTYPE,"(38.34774030000045, -98.20078122699965)",20,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2018,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,72.2,72.2,,,70.6,73.6,9306,11456391,Overall,Overall,,,DISEST,STATTYPE,"(28.932040377000476, -81.92896053899966)",12,Q6DIS2,AGEADJPREV,CAT1,BO1,,
